0.000000,112.063300,0.000000,112.063300
1.000000,132.153340,30.017120,162.170460
2.000000,151.934413,60.208035,212.142449
3.000000,167.764293,91.049125,258.813417
4.000000,171.520430,122.390134,293.910564
5.000000,170.824085,149.483472,320.307557
6.000000,200.183182,142.056403,342.239584
7.000000,225.656860,134.781484,360.438344
8.000000,251.338240,124.163225,375.501465
9.000000,255.516043,133.028519,388.544562
10.000000,277.989421,122.016130,400.005551
11.000000,288.104938,121.911431,410.016369
12.000000,295.951037,123.101172,419.052210
13.000000,294.261707,133.510192,427.771899
14.000000,313.176334,122.615968,435.792302
15.000000,318.308030,124.631350,442.939380
16.000000,328.631593,120.880179,449.511773
17.000000,334.040111,121.729066,455.769176
18.000000,333.945819,127.718780,461.664599
19.000000,347.248571,120.108316,467.356887
20.000000,329.660572,143.210666,472.871238
21.000000,363.190399,114.989256,478.179655
22.000000,362.746516,120.464935,483.211451
23.000000,362.247212,125.940614,488.187826
24.000000,361.714927,131.416292,493.131220
25.000000,349.930514,148.018673,497.949188
26.000000,348.619682,153.939420,502.559103
27.000000,369.940419,136.850336,506.790755
28.000000,380.516070,130.404700,510.920770
29.000000,391.216916,123.656670,514.873586
