dataset,oversampling,round,fold,num_of_rules,accuracy_train,fidelity_train,accuracy_test,fidelity_test,real_num
breast_cancer,1,2,1,200,0.0,0.9216417910447762,0.9436619718309859,0.9507042253521126,5
breast_cancer,1,3,1,200,0.0,0.9421641791044776,0.8873239436619719,0.9084507042253521,6
breast_cancer,1,4,1,200,0.0,0.9440298507462687,0.9295774647887324,0.9507042253521126,4
breast_cancer,1,0,1,400,0.0,0.9402985074626866,0.9154929577464789,0.9225352112676056,8
breast_cancer,1,1,1,400,0.0,0.9720149253731343,0.9436619718309859,0.9507042253521126,9
breast_cancer,1,2,1,400,0.0,0.9421641791044776,0.9225352112676056,0.9154929577464789,4
breast_cancer,1,3,1,400,0.0,0.871268656716418,0.8450704225352113,0.8380281690140845,4
breast_cancer,1,4,1,400,0.0,0.9365671641791045,0.9084507042253521,0.9295774647887324,5
breast_cancer,1,0,2,10,0.0,0.903041825095057,0.8732394366197183,0.8450704225352113,7
breast_cancer,1,1,2,10,0.0,0.5418250950570342,0.4084507042253521,0.4225352112676056,7
breast_cancer,1,2,2,10,0.0,0.5418250950570342,0.4084507042253521,0.4225352112676056,7
breast_cancer,1,3,2,10,0.0,0.5570342205323194,0.39436619718309857,0.4084507042253521,6
breast_cancer,1,4,2,10,0.0,0.9372623574144486,0.8873239436619719,0.9154929577464789,6
breast_cancer,1,0,2,25,0.0,0.9334600760456274,0.9154929577464789,0.9014084507042254,7
breast_cancer,1,1,2,25,0.0,0.5418250950570342,0.4014084507042254,0.4154929577464789,7
breast_cancer,1,2,2,25,0.0,0.5171102661596958,0.33098591549295775,0.3591549295774648,8
breast_cancer,1,3,2,25,0.0,0.903041825095057,0.8380281690140845,0.852112676056338,6
breast_cancer,1,4,2,25,0.0,0.5494296577946768,0.38028169014084506,0.39436619718309857,6
breast_cancer,1,0,2,50,0.0,0.9315589353612167,0.8943661971830986,0.8802816901408451,8
breast_cancer,1,1,2,50,0.0,0.9448669201520913,0.9084507042253521,0.8943661971830986,8
breast_cancer,1,2,2,50,0.0,0.9296577946768061,0.8802816901408451,0.8943661971830986,8
breast_cancer,1,3,2,50,0.0,0.5722433460076045,0.43661971830985913,0.4225352112676056,8
breast_cancer,1,4,2,50,0.0,0.5304182509505704,0.352112676056338,0.36619718309859156,8
breast_cancer,1,0,2,100,0.0,0.5418250950570342,0.352112676056338,0.36619718309859156,11
breast_cancer,1,1,2,100,0.0,0.9619771863117871,0.9436619718309859,0.9154929577464789,11
breast_cancer,1,2,2,100,0.0,0.973384030418251,0.9154929577464789,0.9154929577464789,12
breast_cancer,1,3,2,100,0.0,0.5285171102661597,0.36619718309859156,0.38028169014084506,12
breast_cancer,1,4,2,100,0.0,0.5,0.3380281690140845,0.352112676056338,3
breast_cancer,1,0,2,200,0.0,0.9220532319391636,0.8732394366197183,0.8732394366197183,5
breast_cancer,1,1,2,200,0.0,0.8840304182509505,0.8450704225352113,0.8450704225352113,4
breast_cancer,1,2,2,200,0.0,0.5304182509505704,0.34507042253521125,0.33098591549295775,6
breast_cancer,1,3,2,200,0.0,0.8897338403041825,0.8169014084507042,0.8169014084507042,4
breast_cancer,1,4,2,200,0.0,0.5019011406844106,0.34507042253521125,0.3591549295774648,3
breast_cancer,1,0,2,400,0.0,0.9068441064638784,0.8591549295774648,0.8732394366197183,6
breast_cancer,1,1,2,400,0.0,0.9581749049429658,0.9225352112676056,0.9084507042253521,7
breast_cancer,1,2,2,400,0.0,0.5209125475285171,0.34507042253521125,0.3591549295774648,7
breast_cancer,1,3,2,400,0.0,0.8840304182509505,0.8380281690140845,0.852112676056338,6
breast_cancer,1,4,2,400,0.0,0.9334600760456274,0.8873239436619719,0.9014084507042254,5
breast_cancer,1,0,3,10,0.0,0.9264150943396227,0.8591549295774648,0.8661971830985915,5
breast_cancer,1,1,3,10,0.0,0.9150943396226415,0.8098591549295775,0.8591549295774648,6
breast_cancer,1,2,3,10,0.0,0.9490566037735849,0.823943661971831,0.8732394366197183,6
breast_cancer,1,3,3,10,0.0,0.960377358490566,0.9014084507042254,0.9366197183098591,6
breast_cancer,1,4,3,10,0.0,0.9339622641509434,0.8943661971830986,0.9014084507042254,5
breast_cancer,1,0,3,25,0.0,0.909433962264151,0.8732394366197183,0.8943661971830986,5
breast_cancer,1,1,3,25,0.0,0.939622641509434,0.9014084507042254,0.8943661971830986,7
breast_cancer,1,2,3,25,0.0,0.9264150943396227,0.8661971830985915,0.8873239436619719,7
breast_cancer,1,3,3,25,0.0,0.9339622641509434,0.8943661971830986,0.8873239436619719,7
breast_cancer,1,4,3,25,0.0,0.5433962264150943,0.38028169014084506,0.4014084507042254,7
breast_cancer,1,0,3,50,0.0,0.9471698113207547,0.8802816901408451,0.9154929577464789,8
breast_cancer,1,1,3,50,0.0,0.5056603773584906,0.36619718309859156,0.3732394366197183,8
breast_cancer,1,2,3,50,0.0,0.5150943396226415,0.3732394366197183,0.38028169014084506,8
breast_cancer,1,3,3,50,0.0,0.5471698113207547,0.3591549295774648,0.352112676056338,8
breast_cancer,1,4,3,50,0.0,0.9679245283018868,0.9225352112676056,0.9154929577464789,8
breast_cancer,1,0,3,100,0.0,0.5018867924528302,0.3380281690140845,0.34507042253521125,4
breast_cancer,1,1,3,100,0.0,0.539622641509434,0.38028169014084506,0.4014084507042254,7
breast_cancer,1,2,3,100,0.0,0.5433962264150943,0.36619718309859156,0.4014084507042254,7
breast_cancer,1,3,3,100,0.0,0.9622641509433962,0.8873239436619719,0.9366197183098591,8
breast_cancer,1,4,3,100,0.0,0.9660377358490566,0.9366197183098591,0.9577464788732394,13
breast_cancer,1,0,3,200,0.0,0.9226415094339623,0.852112676056338,0.8873239436619719,6
breast_cancer,1,1,3,200,0.0,0.5320754716981132,0.38028169014084506,0.3873239436619718,6
breast_cancer,1,2,3,200,0.0,0.930188679245283,0.8943661971830986,0.8873239436619719,8
breast_cancer,1,3,3,200,0.0,0.5264150943396226,0.38028169014084506,0.3873239436619718,5
breast_cancer,1,4,3,200,0.0,0.5377358490566038,0.39436619718309857,0.3732394366197183,8
breast_cancer,1,0,3,400,0.0,0.5471698113207547,0.4014084507042254,0.4084507042253521,6
breast_cancer,1,1,3,400,0.0,0.5339622641509434,0.4014084507042254,0.4084507042253521,7
breast_cancer,1,2,3,400,0.0,0.5037735849056604,0.352112676056338,0.3591549295774648,9
breast_cancer,1,3,3,400,0.0,0.5018867924528302,0.3380281690140845,0.34507042253521125,3
breast_cancer,1,4,3,400,0.0,0.5056603773584906,0.34507042253521125,0.352112676056338,6
diabetes,1,0,0,10,0.0,0.8375,0.8153846153846154,0.823076923076923,10
diabetes,1,1,0,10,0.0,0.5833333333333334,0.45384615384615384,0.46153846153846156,12
diabetes,1,2,0,10,0.0,0.5791666666666667,0.4846153846153846,0.49230769230769234,10
diabetes,1,3,0,10,0.0,0.6270833333333333,0.5384615384615384,0.5461538461538461,10
diabetes,1,4,0,10,0.0,0.5479166666666667,0.4461538461538462,0.45384615384615384,11
diabetes,1,0,0,25,0.0,0.5416666666666666,0.46153846153846156,0.46923076923076923,12
diabetes,1,1,0,25,0.0,0.56875,0.43846153846153846,0.46153846153846156,12
diabetes,1,2,0,25,0.0,0.53125,0.4076923076923077,0.4153846153846154,11
diabetes,1,3,0,25,0.0,0.5479166666666667,0.45384615384615384,0.47692307692307695,12
diabetes,1,4,0,25,0.0,0.5520833333333334,0.45384615384615384,0.47692307692307695,11
diabetes,1,0,0,50,0.0,0.5541666666666667,0.43846153846153846,0.4461538461538462,13
diabetes,1,1,0,50,0.0,0.5541666666666667,0.4307692307692308,0.43846153846153846,12
diabetes,1,2,0,50,0.0,0.5354166666666667,0.4307692307692308,0.43846153846153846,13
diabetes,1,3,0,50,0.0,0.575,0.46153846153846156,0.46923076923076923,14
diabetes,1,4,0,50,0.0,0.5479166666666667,0.43846153846153846,0.4307692307692308,15
diabetes,1,0,0,100,0.0,0.8958333333333334,0.9076923076923077,0.9153846153846154,18
diabetes,1,1,0,100,0.0,0.8854166666666666,0.8307692307692308,0.8384615384615385,18
diabetes,1,2,0,100,0.0,0.9166666666666666,0.8538461538461538,0.8769230769230769,15
diabetes,1,3,0,100,0.0,0.6104166666666667,0.5153846153846153,0.5230769230769231,14
diabetes,1,4,0,100,0.0,0.5083333333333333,0.38461538461538464,0.4076923076923077,3
diabetes,1,0,0,200,0.0,0.525,0.4230769230769231,0.4307692307692308,9
diabetes,1,1,0,200,0.0,0.53125,0.4230769230769231,0.4307692307692308,10
diabetes,1,2,0,200,0.0,0.8729166666666667,0.8538461538461538,0.8615384615384616,11
diabetes,1,3,0,200,0.0,0.5104166666666666,0.3923076923076923,0.4,3
diabetes,1,4,0,200,0.0,0.5,0.38461538461538464,0.3923076923076923,3
diabetes,1,0,0,400,0.0,0.5229166666666667,0.4230769230769231,0.4307692307692308,8
diabetes,1,1,0,400,0.0,0.5354166666666667,0.4153846153846154,0.4230769230769231,12
diabetes,1,2,0,400,0.0,0.5125,0.38461538461538464,0.3923076923076923,7
diabetes,1,3,0,400,0.0,0.5583333333333333,0.45384615384615384,0.46153846153846156,10
diabetes,1,4,0,400,0.0,0.5770833333333333,0.46153846153846156,0.4846153846153846,9
diabetes,1,0,1,10,0.0,0.5606694560669456,0.4230769230769231,0.4153846153846154,7
diabetes,1,1,1,10,0.0,0.5439330543933054,0.4153846153846154,0.4076923076923077,9
diabetes,1,2,1,10,0.0,0.5753138075313807,0.5,0.49230769230769234,9
diabetes,1,3,1,10,0.0,0.5564853556485355,0.43846153846153846,0.4307692307692308,9
diabetes,1,4,1,10,0.0,0.5564853556485355,0.43846153846153846,0.4307692307692308,9
diabetes,1,0,1,25,0.0,0.5564853556485355,0.4307692307692308,0.4230769230769231,10
diabetes,1,1,1,25,0.0,0.5460251046025104,0.4230769230769231,0.4153846153846154,10
diabetes,1,2,1,25,0.0,0.5523012552301255,0.46153846153846156,0.45384615384615384,11
diabetes,1,3,1,25,0.0,0.5313807531380753,0.3923076923076923,0.36923076923076925,11
diabetes,1,4,1,25,0.0,0.5564853556485355,0.4461538461538462,0.43846153846153846,12
diabetes,1,0,1,50,0.0,0.5648535564853556,0.46153846153846156,0.46923076923076923,12
diabetes,1,1,1,50,0.0,0.5543933054393305,0.4461538461538462,0.43846153846153846,12
diabetes,1,2,1,50,0.0,0.5543933054393305,0.4461538461538462,0.43846153846153846,12
diabetes,1,3,1,50,0.0,0.5564853556485355,0.45384615384615384,0.4461538461538462,11
diabetes,1,4,1,50,0.0,0.5627615062761506,0.43846153846153846,0.4153846153846154,12
diabetes,1,0,1,100,0.0,0.5627615062761506,0.46153846153846156,0.45384615384615384,18
diabetes,1,1,1,100,0.0,0.5711297071129707,0.4153846153846154,0.4076923076923077,14
diabetes,1,2,1,100,0.0,0.5732217573221757,0.4846153846153846,0.46153846153846156,15
diabetes,1,3,1,100,0.0,0.5983263598326359,0.4846153846153846,0.5076923076923077,17
diabetes,1,4,1,100,0.0,0.5878661087866108,0.45384615384615384,0.47692307692307695,15
diabetes,1,0,1,200,0.0,0.5,0.3769230769230769,0.35384615384615387,3
diabetes,1,1,1,200,0.0,0.8535564853556485,0.7923076923076923,0.7846153846153846,13
diabetes,1,2,1,200,0.0,0.5125523012552301,0.38461538461538464,0.36153846153846153,7
diabetes,1,3,1,200,0.0,0.9288702928870293,0.8692307692307693,0.8461538461538461,18
diabetes,1,4,1,200,0.0,0.8619246861924686,0.7769230769230769,0.7692307692307693,13
diabetes,1,0,1,400,0.0,0.8640167364016736,0.8076923076923077,0.7846153846153846,8
diabetes,1,1,1,400,0.0,0.600418410041841,0.46923076923076923,0.46153846153846156,16
diabetes,1,2,1,400,0.0,0.5585774058577406,0.4461538461538462,0.43846153846153846,9
diabetes,1,3,1,400,0.0,0.6736401673640168,0.5769230769230769,0.5692307692307692,17
diabetes,1,4,1,400,0.0,0.502092050209205,0.3769230769230769,0.36923076923076925,4
diabetes,1,0,2,10,0.0,0.5515021459227468,0.4076923076923077,0.43846153846153846,8
diabetes,1,1,2,10,0.0,0.5515021459227468,0.4076923076923077,0.43846153846153846,8
diabetes,1,2,2,10,0.0,0.5429184549356223,0.36923076923076925,0.4,9
diabetes,1,3,2,10,0.0,0.5407725321888412,0.4076923076923077,0.4230769230769231,9
diabetes,1,4,2,10,0.0,0.555793991416309,0.4230769230769231,0.45384615384615384,9
diabetes,1,0,2,25,0.0,0.5450643776824035,0.36923076923076925,0.4,10
diabetes,1,1,2,25,0.0,0.5386266094420601,0.3769230769230769,0.4076923076923077,8
diabetes,1,2,2,25,0.0,0.6008583690987125,0.4461538461538462,0.47692307692307695,8
diabetes,1,3,2,25,0.0,0.5364806866952789,0.3923076923076923,0.4076923076923077,8
diabetes,1,4,2,25,0.0,0.5407725321888412,0.38461538461538464,0.4153846153846154,10
diabetes,1,0,2,50,0.0,0.5515021459227468,0.4153846153846154,0.4461538461538462,10
diabetes,1,1,2,50,0.0,0.5515021459227468,0.4153846153846154,0.4461538461538462,10
diabetes,1,2,2,50,0.0,0.5643776824034334,0.4076923076923077,0.43846153846153846,10
diabetes,1,3,2,50,0.0,0.5515021459227468,0.3769230769230769,0.4076923076923077,10
diabetes,1,4,2,50,0.0,0.5278969957081545,0.38461538461538464,0.4153846153846154,11
diabetes,1,0,2,100,0.0,0.6802575107296137,0.5538461538461539,0.5846153846153846,15
diabetes,1,1,2,100,0.0,0.5278969957081545,0.38461538461538464,0.4153846153846154,15
diabetes,1,2,2,100,0.0,0.5278969957081545,0.38461538461538464,0.4153846153846154,15
diabetes,1,3,2,100,0.0,0.5622317596566524,0.4153846153846154,0.4461538461538462,13
diabetes,1,4,2,100,0.0,0.5879828326180258,0.43846153846153846,0.46923076923076923,13
diabetes,1,0,2,200,0.0,0.5965665236051502,0.47692307692307695,0.49230769230769234,13
diabetes,1,1,2,200,0.0,0.5665236051502146,0.46153846153846156,0.47692307692307695,9
diabetes,1,2,2,200,0.0,0.5836909871244635,0.46923076923076923,0.5,12
diabetes,1,3,2,200,0.0,0.8669527896995708,0.7923076923076923,0.823076923076923,11
diabetes,1,4,2,200,0.0,0.8755364806866953,0.823076923076923,0.8538461538461538,14
diabetes,1,0,2,400,0.0,0.5128755364806867,0.35384615384615387,0.38461538461538464,8
diabetes,1,1,2,400,0.0,0.8047210300429185,0.7384615384615385,0.7692307692307693,9
diabetes,1,2,2,400,0.0,0.5858369098712446,0.4076923076923077,0.43846153846153846,9
diabetes,1,3,2,400,0.0,0.8927038626609443,0.7769230769230769,0.8076923076923077,18
diabetes,1,4,2,400,0.0,0.6802575107296137,0.5615384615384615,0.5769230769230769,16
diabetes,1,0,3,10,0.0,0.5604838709677419,0.46153846153846156,0.47692307692307695,9
diabetes,1,1,3,10,0.0,0.5604838709677419,0.46153846153846156,0.47692307692307695,9
diabetes,1,2,3,10,0.0,0.8245967741935484,0.8461538461538461,0.8461538461538461,10
diabetes,1,3,3,10,0.0,0.5544354838709677,0.46923076923076923,0.46923076923076923,9
diabetes,1,4,3,10,0.0,0.8689516129032258,0.8538461538461538,0.8538461538461538,9
diabetes,1,0,3,25,0.0,0.5866935483870968,0.5384615384615384,0.5538461538461539,9
diabetes,1,1,3,25,0.0,0.5504032258064516,0.47692307692307695,0.47692307692307695,10
diabetes,1,2,3,25,0.0,0.5443548387096774,0.46923076923076923,0.4846153846153846,10
diabetes,1,3,3,25,0.0,0.5423387096774194,0.49230769230769234,0.49230769230769234,10
diabetes,1,4,3,25,0.0,0.5423387096774194,0.49230769230769234,0.49230769230769234,10
diabetes,1,0,3,50,0.0,0.5463709677419355,0.4461538461538462,0.46153846153846156,12
diabetes,1,1,3,50,0.0,0.5403225806451613,0.4846153846153846,0.4846153846153846,10
diabetes,1,2,3,50,0.0,0.5766129032258065,0.5230769230769231,0.5384615384615384,10
diabetes,1,3,3,50,0.0,0.592741935483871,0.49230769230769234,0.5076923076923077,11
diabetes,1,4,3,50,0.0,0.5786290322580645,0.5076923076923077,0.5230769230769231,11
diabetes,1,0,3,100,0.0,0.5685483870967742,0.46153846153846156,0.47692307692307695,13
diabetes,1,1,3,100,0.0,0.5544354838709677,0.47692307692307695,0.49230769230769234,15
diabetes,1,2,3,100,0.0,0.9012096774193549,0.8769230769230769,0.8923076923076924,13
diabetes,1,3,3,100,0.0,0.5745967741935484,0.47692307692307695,0.49230769230769234,14
diabetes,1,4,3,100,0.0,0.5725806451612904,0.5230769230769231,0.5230769230769231,15
diabetes,1,0,3,200,0.0,0.530241935483871,0.45384615384615384,0.46923076923076923,7
diabetes,1,1,3,200,0.0,0.905241935483871,0.8769230769230769,0.8615384615384616,12
diabetes,1,2,3,200,0.0,0.592741935483871,0.5153846153846153,0.5153846153846153,15
diabetes,1,3,3,200,0.0,0.6451612903225806,0.5307692307692308,0.5307692307692308,10
diabetes,1,4,3,200,0.0,0.6713709677419355,0.6,0.6,13
diabetes,1,0,3,400,0.0,0.5544354838709677,0.5076923076923077,0.5076923076923077,11
diabetes,1,1,3,400,0.0,0.842741935483871,0.8461538461538461,0.8461538461538461,13
diabetes,1,2,3,400,0.0,0.8487903225806451,0.8615384615384616,0.8769230769230769,13
diabetes,1,3,3,400,0.0,0.5524193548387096,0.4846153846153846,0.5,12
diabetes,1,4,3,400,0.0,0.5060483870967742,0.4461538461538462,0.4461538461538462,6
german_credit,1,0,0,10,0.0,0.5125482625482626,0.348,0.288,15
german_credit,1,1,0,10,0.0,0.4980694980694981,0.324,0.256,18
german_credit,1,2,0,10,0.0,0.5472972972972973,0.384,0.324,14
german_credit,1,3,0,10,0.0,0.4855212355212355,0.272,0.204,13
german_credit,1,4,0,10,0.0,0.5038610038610039,0.296,0.26,19
german_credit,1,0,0,25,0.0,0.5453667953667953,0.376,0.34,24
german_credit,1,1,0,25,0.0,0.5231660231660231,0.344,0.292,17
german_credit,1,2,0,25,0.0,0.5096525096525096,0.304,0.236,20
german_credit,1,3,0,25,0.0,0.5057915057915058,0.308,0.264,21
german_credit,1,4,0,25,0.0,0.47876447876447875,0.292,0.216,4
german_credit,1,0,0,50,0.0,0.5424710424710425,0.348,0.296,22
german_credit,1,1,0,50,0.0,0.5434362934362934,0.344,0.3,30
german_credit,1,2,0,50,0.0,0.5376447876447876,0.348,0.28,27
german_credit,1,3,0,50,0.0,0.46525096525096526,0.28,0.204,8
german_credit,1,4,0,50,0.0,0.5202702702702703,0.324,0.248,28
german_credit,1,0,0,100,0.0,0.5424710424710425,0.372,0.304,12
german_credit,1,1,0,100,0.0,0.46814671814671815,0.28,0.204,4
german_credit,1,2,0,100,0.0,0.6312741312741312,0.5,0.48,40
german_credit,1,3,0,100,0.0,0.5077220077220077,0.332,0.272,9
german_credit,1,4,0,100,0.0,0.5405405405405406,0.392,0.356,31
german_credit,1,0,0,200,0.0,0.472007722007722,0.268,0.2,5
german_credit,1,1,0,200,0.0,0.48166023166023164,0.288,0.228,4
german_credit,1,2,0,200,0.0,0.4797297297297297,0.304,0.212,3
german_credit,1,3,0,200,0.0,0.49034749034749037,0.308,0.248,19
german_credit,1,4,0,200,0.0,0.4874517374517375,0.304,0.236,10
german_credit,1,0,0,400,0.0,0.4642857142857143,0.272,0.196,5
german_credit,1,1,0,400,0.0,0.4980694980694981,0.324,0.248,8
german_credit,1,2,0,400,0.0,0.5337837837837838,0.364,0.328,14
german_credit,1,3,0,400,0.0,0.5077220077220077,0.36,0.276,15
german_credit,1,4,0,400,0.0,0.47104247104247104,0.28,0.204,5
german_credit,1,0,1,10,0.0,0.5745697896749522,0.38,0.46,14
german_credit,1,1,1,10,0.0,0.4980879541108987,0.324,0.38,17
german_credit,1,2,1,10,0.0,0.5267686424474187,0.332,0.372,13
german_credit,1,3,1,10,0.0,0.5095602294455067,0.348,0.38,17
german_credit,1,4,1,10,0.0,0.502868068833652,0.324,0.364,16
german_credit,1,0,1,25,0.0,0.5095602294455067,0.304,0.352,17
german_credit,1,1,1,25,0.0,0.5248565965583174,0.332,0.38,19
german_credit,1,2,1,25,0.0,0.5602294455066922,0.352,0.4,23
german_credit,1,3,1,25,0.0,0.5047801147227533,0.308,0.332,19
german_credit,1,4,1,25,0.0,0.5640535372848948,0.364,0.436,20
german_credit,1,0,1,50,0.0,0.5334608030592735,0.352,0.392,21
german_credit,1,1,1,50,0.0,0.5755258126195029,0.372,0.452,26
german_credit,1,2,1,50,0.0,0.5506692160611855,0.328,0.408,27
german_credit,1,3,1,50,0.0,0.5267686424474187,0.32,0.368,25
german_credit,1,4,1,50,0.0,0.5621414913957935,0.36,0.384,32
german_credit,1,0,1,100,0.0,0.6223709369024857,0.416,0.472,38
german_credit,1,1,1,100,0.0,0.5516252390057361,0.364,0.436,33
german_credit,1,2,1,100,0.0,0.5430210325047801,0.376,0.432,37
german_credit,1,3,1,100,0.0,0.5334608030592735,0.348,0.428,33
german_credit,1,4,1,100,0.0,0.5669216061185468,0.436,0.436,40
german_credit,1,0,1,200,0.0,0.48279158699808794,0.284,0.348,3
german_credit,1,1,1,200,0.0,0.4789674952198853,0.288,0.336,2
german_credit,1,2,1,200,0.0,0.5086042065009561,0.332,0.372,10
german_credit,1,3,1,200,0.0,0.5229445506692161,0.316,0.396,11
german_credit,1,4,1,200,0.0,0.5860420650095602,0.404,0.46,20
german_credit,1,0,1,400,0.0,0.4933078393881453,0.288,0.352,9
german_credit,1,1,1,400,0.0,0.5105162523900574,0.304,0.336,10
german_credit,1,2,1,400,0.0,0.5152963671128107,0.304,0.36,12
german_credit,1,3,1,400,0.0,0.5525812619502868,0.34,0.42,14
german_credit,1,4,1,400,0.0,0.48279158699808794,0.284,0.332,3
german_credit,1,0,2,10,0.0,0.5028195488721805,0.388,0.276,18
german_credit,1,1,2,10,0.0,0.5225563909774437,0.396,0.332,16
german_credit,1,2,2,10,0.0,0.5103383458646616,0.38,0.316,17
german_credit,1,3,2,10,0.0,0.5103383458646616,0.364,0.332,17
german_credit,1,4,2,10,0.0,0.49530075187969924,0.368,0.272,13
german_credit,1,0,2,25,0.0,0.5169172932330827,0.412,0.316,22
german_credit,1,1,2,25,0.0,0.5131578947368421,0.356,0.292,22
german_credit,1,2,2,25,0.0,0.5037593984962406,0.392,0.304,18
german_credit,1,3,2,25,0.0,0.5234962406015038,0.38,0.3,15
german_credit,1,4,2,25,0.0,0.5131578947368421,0.372,0.348,25
german_credit,1,0,2,50,0.0,0.543233082706767,0.392,0.304,31
german_credit,1,1,2,50,0.0,0.5169172932330827,0.392,0.344,24
german_credit,1,2,2,50,0.0,0.4934210526315789,0.364,0.276,26
german_credit,1,3,2,50,0.0,0.525375939849624,0.36,0.304,23
