cancer,rf,40,0.9790209790209791,0.958041958041958
cancer,rf,80,0.986013986013986,0.965034965034965
cancer,rf,160,1.0,0.965034965034965
cancer,rf,320,1.0,0.965034965034965
cancer,rf,640,0.993006993006993,0.958041958041958
german,rf,40,0.844,0.752
german,rf,80,0.88,0.772
german,rf,160,0.912,0.804
german,rf,320,0.944,0.812
german,rf,640,0.96,0.804
wine,rf,40,0.9125,0.8575
wine,rf,80,0.9275,0.8575
wine,rf,160,0.945,0.845
wine,rf,320,0.945,0.845
wine,rf,640,0.945,0.845
bankrupt,rf,40,0.9683284457478006,0.9513196480938416
bankrupt,rf,80,0.9759530791788856,0.9542521994134897
bankrupt,rf,160,0.9765395894428153,0.9560117302052786
bankrupt,rf,320,0.975366568914956,0.9548387096774194
bankrupt,rf,640,0.9794721407624634,0.9659824046920821
abalone,rf,40,0.8157894736842105,0.7966507177033493
abalone,rf,80,0.8385167464114832,0.8145933014354066
abalone,rf,160,0.84688995215311,0.8229665071770335
abalone,rf,320,0.84688995215311,0.8205741626794258
abalone,rf,640,0.8899521531100478,0.8516746411483254
cancer,lgbm,40,0.8461538461538461,0.8601398601398601
cancer,lgbm,80,0.8461538461538461,0.8601398601398601
cancer,lgbm,160,0.951048951048951,0.965034965034965
cancer,lgbm,320,0.9790209790209791,0.965034965034965
cancer,lgbm,640,0.986013986013986,0.972027972027972
wine,lgbm,40,0.8925,0.8375
wine,lgbm,80,0.9025,0.8325
wine,lgbm,160,0.905,0.83
wine,lgbm,320,0.9075,0.8425
wine,lgbm,640,0.92,0.84
bankrupt,lgbm,40,0.930791788856305,0.9173020527859238
bankrupt,lgbm,80,0.9337243401759531,0.9190615835777126
bankrupt,lgbm,160,0.9407624633431085,0.9249266862170088
bankrupt,lgbm,320,0.9636363636363636,0.9454545454545454
bankrupt,lgbm,640,0.9612903225806452,0.9419354838709677
german,lgbm,40,0.604,0.548
german,lgbm,80,0.62,0.572
german,lgbm,160,0.652,0.596
german,lgbm,320,0.712,0.656
german,lgbm,640,0.896,0.776
abalone,lgbm,40,0.9330143540669856,0.895933014354067
abalone,lgbm,80,0.9330143540669856,0.895933014354067
abalone,lgbm,160,0.9330143540669856,0.895933014354067
abalone,lgbm,320,0.9342105263157895,0.8899521531100478
abalone,lgbm,640,0.94377990430622,0.8995215311004785
