cancer,lgbm,40,0.965034965034965,0.951048951048951
cancer,lgbm,80,0.986013986013986,0.972027972027972
cancer,lgbm,160,0.986013986013986,0.972027972027972
cancer,lgbm,320,0.993006993006993,0.9790209790209791
cancer,lgbm,640,1.0,0.986013986013986
cancer,rf,40,0.9440559440559441,0.9370629370629371
cancer,rf,80,0.9790209790209791,0.986013986013986
cancer,rf,160,0.9790209790209791,0.986013986013986
abalone,lgbm,40,0.7141148325358851,0.6794258373205742
cancer,rf,320,0.965034965034965,0.972027972027972
cancer,rf,640,0.972027972027972,0.9790209790209791
abalone,lgbm,80,0.9605263157894737,0.9114832535885168
abalone,lgbm,160,0.9629186602870813,0.9090909090909091
german,lgbm,40,0.608,0.552
german,lgbm,80,0.62,0.572
abalone,lgbm,320,0.9617224880382775,0.9102870813397129
german,lgbm,160,0.668,0.604
wine,lgbm,40,0.915,0.845
german,lgbm,320,0.676,0.62
wine,lgbm,80,0.93,0.845
german,lgbm,640,0.832,0.744
abalone,lgbm,640,0.9593301435406698,0.9102870813397129
wine,lgbm,160,0.935,0.845
wine,lgbm,320,0.94,0.85
german,rf,40,0.832,0.756
wine,lgbm,640,0.955,0.845
german,rf,80,0.888,0.772
german,rf,160,0.92,0.804
german,rf,320,0.924,0.792
wine,rf,40,0.9175,0.83
german,rf,640,0.94,0.808
abalone,rf,40,0.8313397129186603,0.8145933014354066
wine,rf,80,0.9325,0.84
wine,rf,160,0.9425,0.845
abalone,rf,80,0.9138755980861244,0.8660287081339713
wine,rf,320,0.9675,0.86
bankrupt,rf,40,0.9700879765395894,0.9530791788856305
wine,rf,640,0.965,0.8725
abalone,rf,160,0.937799043062201,0.8827751196172249
abalone,rf,320,0.9700956937799043,0.8983253588516746
abalone,rf,640,0.9784688995215312,0.9019138755980861
bankrupt,rf,80,0.9706744868035191,0.9513196480938416
bankrupt,rf,160,0.9700879765395894,0.9413489736070382
bankrupt,rf,320,0.9736070381231672,0.9425219941348973
bankrupt,rf,640,0.9794721407624634,0.9436950146627566
bankrupt,lgbm,40,0.9413489736070382,0.9243401759530792
bankrupt,lgbm,80,0.9636363636363636,0.9478005865102639
bankrupt,lgbm,160,0.9835777126099706,0.963049853372434
bankrupt,lgbm,320,0.9689149560117302,0.9601173020527859
