cancer,lgbm,40,0.965034965034965,0.951048951048951
cancer,lgbm,80,0.986013986013986,0.972027972027972
cancer,lgbm,160,0.986013986013986,0.972027972027972
cancer,lgbm,320,0.993006993006993,0.9790209790209791
cancer,lgbm,640,1.0,0.986013986013986
cancer,rf,40,0.958041958041958,0.965034965034965
cancer,rf,80,0.965034965034965,0.972027972027972
cancer,rf,160,0.9790209790209791,0.986013986013986
cancer,rf,320,0.9790209790209791,0.972027972027972
cancer,rf,640,0.9790209790209791,0.972027972027972
wine,lgbm,40,0.905,0.835
wine,lgbm,80,0.925,0.84
wine,lgbm,160,0.9275,0.8375
wine,lgbm,320,0.95,0.855
wine,lgbm,640,0.9525,0.8425
wine,rf,40,0.935,0.845
wine,rf,80,0.9225,0.8325
wine,rf,160,0.9225,0.8275
wine,rf,320,0.955,0.845
wine,rf,640,0.955,0.865
abalone,lgbm,40,0.7129186602870813,0.6782296650717703
abalone,lgbm,80,0.9605263157894737,0.9114832535885168
german,lgbm,40,0.608,0.552
abalone,lgbm,160,0.9617224880382775,0.9102870813397129
german,lgbm,80,0.62,0.572
german,lgbm,160,0.668,0.604
german,lgbm,320,0.676,0.62
abalone,lgbm,320,0.9605263157894737,0.9114832535885168
german,lgbm,640,0.836,0.74
abalone,lgbm,640,0.9605263157894737,0.9114832535885168
german,rf,40,0.832,0.74
german,rf,80,0.884,0.756
german,rf,160,0.92,0.804
german,rf,320,0.936,0.808
german,rf,640,0.944,0.808
abalone,rf,40,0.8696172248803827,0.8361244019138756
abalone,rf,80,0.9270334928229665,0.8744019138755981
bankrupt,rf,40,0.9700879765395894,0.955425219941349
abalone,rf,160,0.9413875598086124,0.8863636363636364
abalone,rf,320,0.9641148325358851,0.8947368421052632
abalone,rf,640,0.9760765550239234,0.9019138755980861
bankrupt,rf,80,0.9724340175953079,0.9483870967741935
bankrupt,lgbm,40,0.9348973607038124,0.9178885630498533
bankrupt,rf,160,0.9636363636363636,0.9419354838709677
bankrupt,rf,320,0.9730205278592375,0.9466275659824047
bankrupt,rf,640,0.9771260997067449,0.9483870967741935
bankrupt,lgbm,80,0.9501466275659824,0.9366568914956012
bankrupt,lgbm,160,0.9741935483870968,0.9536656891495601
bankrupt,lgbm,320,0.9718475073313783,0.9524926686217009
bankrupt,lgbm,640,0.9806451612903225,0.9683284457478006
bankrupt,rf,40,0.9718475073313783,0.9560117302052786
bankrupt,rf,80,0.975366568914956,0.9501466275659824
bankrupt,rf,160,0.9695014662756598,0.9442815249266863
bankrupt,rf,320,0.9724340175953079,0.9448680351906158
bankrupt,rf,640,0.9741935483870968,0.9478005865102639
german,lgbm,40,0.608,0.552
german,lgbm,80,0.62,0.572
german,lgbm,160,0.668,0.604
german,lgbm,320,0.676,0.62
german,lgbm,640,0.836,0.74
german,rf,40,0.832,0.74
german,rf,80,0.872,0.764
german,rf,160,0.92,0.804
german,rf,320,0.924,0.792
german,rf,640,0.94,0.808
abalone,lgbm,40,0.7129186602870813,0.6782296650717703
abalone,lgbm,80,0.9605263157894737,0.9114832535885168
abalone,lgbm,160,0.9617224880382775,0.9102870813397129
abalone,lgbm,320,0.9605263157894737,0.9114832535885168
abalone,lgbm,640,0.9605263157894737,0.9114832535885168
abalone,rf,40,0.8277511961722488,0.80622009569378
abalone,rf,80,0.8947368421052632,0.84688995215311
abalone,rf,160,0.9413875598086124,0.8839712918660287
abalone,rf,320,0.9700956937799043,0.9055023923444976
abalone,rf,640,0.9844497607655502,0.9055023923444976
